image_id,fold,tissue_type,classes_present,instruction,original_index
pannuke_f2_0630,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Outline neoplastic, inflammatory and connective soft tissue areas.",630
pannuke_f2_0631,2,Breast,Inflammatory;Connective_Soft_tissue,Extract inflammatory and connective soft tissue regions from this image.,631
pannuke_f2_0632,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate the neoplastic, inflammatory and connective soft tissue regions.",632
pannuke_f2_0633,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate where neoplastic, inflammatory and connective soft tissue is present.",633
pannuke_f2_0634,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Point out visible neoplastic, inflammatory and connective soft tissue.",634
pannuke_f2_0635,2,Breast,Inflammatory;Connective_Soft_tissue,Discern visible inflammatory and connective soft tissue.,635
pannuke_f2_0636,2,Breast,Inflammatory;Connective_Soft_tissue,Highlight present inflammatory and connective soft tissue areas.,636
pannuke_f2_0637,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue tissue.",637
pannuke_f2_0638,2,Breast,Inflammatory;Connective_Soft_tissue,Circle the inflammatory and connective soft tissue regions.,638
pannuke_f2_0639,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue with attention to boundary precision.",639
pannuke_f2_0640,2,Breast,Inflammatory;Connective_Soft_tissue,Pinpoint the inflammatory and connective soft tissue tissue.,640
pannuke_f2_0641,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Which regions show neoplastic, inflammatory and connective soft tissue?",641
pannuke_f2_0642,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate all neoplastic, inflammatory and connective soft tissue tissue.",642
pannuke_f2_0643,2,Breast,Inflammatory;Connective_Soft_tissue,Highlight all inflammatory and connective soft tissue cells.,643
pannuke_f2_0644,2,Breast,Neoplastic;Connective_Soft_tissue,Mark neoplastic and connective soft tissue lesion areas.,644
pannuke_f2_0645,2,Breast,Neoplastic;Connective_Soft_tissue,Identify neoplastic and connective soft tissue including all visible instances.,645
pannuke_f2_0646,2,Breast,Neoplastic,Mark visible neoplastic structures.,646
pannuke_f2_0647,2,Breast,Neoplastic;Connective_Soft_tissue,Provide neoplastic and connective soft tissue segmentation.,647
pannuke_f2_0648,2,Breast,Neoplastic;Connective_Soft_tissue,Segment present neoplastic and connective soft tissue tissue.,648
pannuke_f2_0649,2,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue in this tissue specimen.,649
pannuke_f2_0650,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Define neoplastic, inflammatory and connective soft tissue boundaries.",650
pannuke_f2_0651,2,Breast,Neoplastic;Connective_Soft_tissue,Delineate neoplastic and connective soft tissue for clinical evaluation.,651
pannuke_f2_0652,2,Breast,Neoplastic;Connective_Soft_tissue,Map neoplastic and connective soft tissue locations.,652
pannuke_f2_0653,2,Breast,Neoplastic,"From the Breast tissue, extract neoplastic regions.",653
pannuke_f2_0654,2,Breast,Neoplastic;Inflammatory,Show me neoplastic and inflammatory cells.,654
pannuke_f2_0655,2,Breast,Neoplastic;Inflammatory,Delineate visible neoplastic and inflammatory areas.,655
pannuke_f2_0656,2,Breast,Neoplastic;Connective_Soft_tissue,Identify histological regions showing neoplastic and connective soft tissue.,656
pannuke_f2_0657,2,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue elements.,657
pannuke_f2_0658,2,Breast,Neoplastic;Connective_Soft_tissue,Your task: segment neoplastic and connective soft tissue in this image.,658
pannuke_f2_0659,2,Breast,Connective_Soft_tissue,Mark stromal connective soft tissue regions.,659
pannuke_f2_0660,2,Breast,Inflammatory;Connective_Soft_tissue,Target inflammatory and connective soft tissue cells.,660
pannuke_f2_0661,2,Breast,Neoplastic,Locate the neoplastic regions.,661
pannuke_f2_0662,2,Breast,Neoplastic,Precisely delineate the boundaries of neoplastic cells in this tissue section.,662
pannuke_f2_0663,2,Breast,Neoplastic;Connective_Soft_tissue,Where are the neoplastic and connective soft tissue regions?,663
pannuke_f2_0664,2,Breast,Neoplastic,Segment the neoplastic sections.,664
pannuke_f2_0665,2,Breast,Neoplastic,Mark neoplastic cells in this Breast sample.,665
pannuke_f2_0666,2,Breast,Connective_Soft_tissue,Highlight present connective soft tissue structures.,666
pannuke_f2_0667,2,Breast,Neoplastic;Connective_Soft_tissue,Find and segment neoplastic and connective soft tissue regions.,667
pannuke_f2_0668,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Point out all neoplastic, inflammatory and connective soft tissue.",668
pannuke_f2_0669,2,Breast,Inflammatory;Connective_Soft_tissue,This section has inflammatory and connective soft tissue. Locate and mark.,669
pannuke_f2_0670,2,Breast,Neoplastic,This image contains neoplastic. Segment it.,670
pannuke_f2_0671,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"neoplastic, inflammatory and connective soft tissue appears in this image. Segment all instances.",671
pannuke_f2_0672,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Spot the neoplastic, inflammatory and connective soft tissue regions.",672
pannuke_f2_0673,2,Breast,Neoplastic;Connective_Soft_tissue,Highlight visible neoplastic and connective soft tissue structures.,673
pannuke_f2_0674,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Looking at this tissue section, identify neoplastic, inflammatory and connective soft tissue.",674
pannuke_f2_0675,2,Breast,Neoplastic,Outline the neoplastic regions.,675
pannuke_f2_0676,2,Breast,Neoplastic;Connective_Soft_tissue,Identify neoplastic and connective soft tissue regions in the Breast.,676
pannuke_f2_0677,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"From the Colon tissue, extract neoplastic, inflammatory and connective soft tissue regions.",677
pannuke_f2_0678,2,Colon,Inflammatory;Connective_Soft_tissue,"Across the Colon section, segment inflammatory and connective soft tissue.",678
pannuke_f2_0679,2,Colon,,,679
pannuke_f2_0680,2,Colon,,,680
pannuke_f2_0681,2,Colon,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue nuclear characteristics.,681
pannuke_f2_0682,2,Colon,Inflammatory;Connective_Soft_tissue,Show me inflammatory and connective soft tissue cells.,682
pannuke_f2_0683,2,Colon,Inflammatory,Emphasize inflammatory presence.,683
pannuke_f2_0684,2,Colon,Neoplastic;Inflammatory,Identify the neoplastic and inflammatory regions.,684
pannuke_f2_0685,2,Colon,Connective_Soft_tissue,Mark all connective soft tissue regions.,685
pannuke_f2_0686,2,Colon,Inflammatory;Connective_Soft_tissue,Indicate all inflammatory and connective soft tissue cells.,686
pannuke_f2_0687,2,Colon,Inflammatory;Connective_Soft_tissue,Draw around inflammatory and connective soft tissue.,687
pannuke_f2_0688,2,Colon,Inflammatory;Connective_Soft_tissue,Recognize all inflammatory and connective soft tissue areas.,688
pannuke_f2_0689,2,Colon,Inflammatory;Connective_Soft_tissue,inflammatory and connective soft tissue appears in this image. Segment all instances.,689
pannuke_f2_0690,2,Colon,Neoplastic;Inflammatory,Identify all neoplastic and inflammatory cells.,690
pannuke_f2_0691,2,Colon,Neoplastic;Inflammatory,Map the neoplastic and inflammatory regions.,691
pannuke_f2_0692,2,Colon,Neoplastic;Inflammatory,What regions contain neoplastic and inflammatory?,692
pannuke_f2_0693,2,Colon,Neoplastic;Inflammatory;Dead,"Focus solely on neoplastic, inflammatory and dead.",693
pannuke_f2_0694,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Outline neoplastic, inflammatory and connective soft tissue cells.",694
pannuke_f2_0695,2,Colon,Neoplastic,This Colon slide shows neoplastic. Segment it.,695
pannuke_f2_0696,2,Colon,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue regions.,696
pannuke_f2_0697,2,Colon,Neoplastic;Connective_Soft_tissue,This section has neoplastic and connective soft tissue. Locate and mark.,697
pannuke_f2_0698,2,Colon,Connective_Soft_tissue,Target connective soft tissue in this image.,698
pannuke_f2_0699,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Isolate neoplastic, inflammatory and connective soft tissue regions.",699
pannuke_f2_0700,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue adjacent to epithelium.",700
pannuke_f2_0701,2,Colon,Inflammatory;Connective_Soft_tissue;Dead,"Delineate present inflammatory, connective soft tissue and dead regions.",701
pannuke_f2_0702,2,Colon,Inflammatory;Connective_Soft_tissue,Discern the inflammatory and connective soft tissue from background.,702
pannuke_f2_0703,2,Colon,Neoplastic;Connective_Soft_tissue,Highlight neoplastic and connective soft tissue in this Colon slide.,703
pannuke_f2_0704,2,Colon,Neoplastic;Connective_Soft_tissue,The sample contains neoplastic and connective soft tissue. Delineate the regions.,704
pannuke_f2_0705,2,Colon,Neoplastic;Dead,Generate neoplastic and dead segmentation.,705
pannuke_f2_0706,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in this image.",706
pannuke_f2_0707,2,Colon,Neoplastic;Inflammatory;Dead,"Segment neoplastic, inflammatory and dead in this microscopy image.",707
pannuke_f2_0708,2,Colon,Inflammatory;Connective_Soft_tissue,Pinpoint visible inflammatory and connective soft tissue.,708
pannuke_f2_0709,2,Colon,Connective_Soft_tissue,Outline the connective soft tissue regions.,709
pannuke_f2_0710,2,Colon,Inflammatory;Connective_Soft_tissue,Target inflammatory and connective soft tissue regions.,710
pannuke_f2_0711,2,Colon,Inflammatory;Connective_Soft_tissue,Annotate the inflammatory and connective soft tissue regions.,711
pannuke_f2_0712,2,Colon,Inflammatory;Connective_Soft_tissue,"Within Colon architecture, locate inflammatory and connective soft tissue.",712
pannuke_f2_0713,2,Colon,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue in Colon histology.,713
pannuke_f2_0714,2,Colon,Inflammatory;Connective_Soft_tissue,"From the Colon tissue, extract inflammatory and connective soft tissue regions.",714
pannuke_f2_0715,2,Colon,Inflammatory;Connective_Soft_tissue,Distinguish inflammatory and connective soft tissue cells.,715
pannuke_f2_0716,2,Colon,Inflammatory;Connective_Soft_tissue,Mark cellular inflammatory and connective soft tissue regions.,716
pannuke_f2_0717,2,Colon,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue for diagnostic purposes.,717
pannuke_f2_0718,2,Colon,Inflammatory;Connective_Soft_tissue,Delineate visible inflammatory and connective soft tissue cells.,718
pannuke_f2_0719,2,Colon,Inflammatory;Connective_Soft_tissue,Delineate visible inflammatory and connective soft tissue regions.,719
pannuke_f2_0720,2,Colon,Inflammatory;Connective_Soft_tissue,Target class: inflammatory and connective soft tissue.,720
pannuke_f2_0721,2,Colon,Connective_Soft_tissue,Can you find connective soft tissue?,721
pannuke_f2_0722,2,Colon,Inflammatory;Connective_Soft_tissue,Mark visible inflammatory and connective soft tissue cells.,722
pannuke_f2_0723,2,Colon,Connective_Soft_tissue,Evaluate connective soft tissue areas.,723
pannuke_f2_0724,2,Colon,,,724
pannuke_f2_0725,2,Colon,Inflammatory;Connective_Soft_tissue,Identify the inflammatory and connective soft tissue regions.,725
pannuke_f2_0726,2,Colon,Inflammatory;Connective_Soft_tissue,Segment visible inflammatory and connective soft tissue tissue.,726
pannuke_f2_0727,2,Colon,Inflammatory;Connective_Soft_tissue,Identify the inflammatory and connective soft tissue regions.,727
pannuke_f2_0728,2,Colon,Inflammatory;Connective_Soft_tissue,Segment the inflammatory and connective soft tissue sections.,728
pannuke_f2_0729,2,Colon,Connective_Soft_tissue,Focus solely on connective soft tissue.,729
pannuke_f2_0730,2,Colon,Connective_Soft_tissue,Note connective soft tissue presence in Colon tissue.,730
pannuke_f2_0731,2,Colon,Inflammatory;Connective_Soft_tissue,Point out all inflammatory and connective soft tissue.,731
pannuke_f2_0732,2,Colon,Inflammatory;Connective_Soft_tissue,Outline inflammatory and connective soft tissue architectural patterns.,732
pannuke_f2_0733,2,Colon,Inflammatory;Connective_Soft_tissue,Spot inflammatory and connective soft tissue cells.,733
pannuke_f2_0734,2,Colon,Neoplastic,Where is neoplastic located?,734
pannuke_f2_0735,2,Colon,Neoplastic,Segment visible neoplastic regions.,735
pannuke_f2_0736,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Viewing this section, segment neoplastic, inflammatory and connective soft tissue.",736
pannuke_f2_0737,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment any neoplastic, inflammatory and connective soft tissue present.",737
pannuke_f2_0738,2,Colon,Neoplastic,Analyze this Colon and segment neoplastic.,738
pannuke_f2_0739,2,Colon,Neoplastic,Recognize the neoplastic tissue.,739
pannuke_f2_0740,2,Colon,Neoplastic;Dead,Locate neoplastic and dead in this slide.,740
pannuke_f2_0741,2,Colon,Neoplastic,Mark the neoplastic tissue compartment.,741
pannuke_f2_0742,2,Colon,Neoplastic;Connective_Soft_tissue,Produce a detailed outline of neoplastic and connective soft tissue structures.,742
pannuke_f2_0743,2,Colon,Neoplastic;Connective_Soft_tissue,Identify present neoplastic and connective soft tissue tissue.,743
pannuke_f2_0744,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"The tissue shows neoplastic, inflammatory and connective soft tissue. Mark the areas.",744
pannuke_f2_0745,2,Colon,Inflammatory;Connective_Soft_tissue,Concentrate on inflammatory and connective soft tissue regions.,745
pannuke_f2_0746,2,Colon,Inflammatory;Connective_Soft_tissue,Delineate visible inflammatory and connective soft tissue structures.,746
pannuke_f2_0747,2,Colon,Inflammatory;Connective_Soft_tissue,Annotate the inflammatory and connective soft tissue regions.,747
pannuke_f2_0748,2,Colon,Inflammatory;Connective_Soft_tissue,Locate all inflammatory and connective soft tissue cells.,748
pannuke_f2_0749,2,Colon,,,749
pannuke_f2_0750,2,Colon,,,750
pannuke_f2_0751,2,Colon,Connective_Soft_tissue,Identify visible connective soft tissue regions.,751
pannuke_f2_0752,2,Colon,,,752
pannuke_f2_0753,2,Colon,,,753
pannuke_f2_0754,2,Colon,Inflammatory;Connective_Soft_tissue,Please highlight inflammatory and connective soft tissue.,754
pannuke_f2_0755,2,Colon,Inflammatory;Connective_Soft_tissue,Segment all inflammatory and connective soft tissue regions.,755
pannuke_f2_0756,2,Colon,Inflammatory;Connective_Soft_tissue,Mark inflammatory and connective soft tissue cytoplasmic features.,756
pannuke_f2_0757,2,Colon,Inflammatory;Connective_Soft_tissue,Point out the inflammatory and connective soft tissue areas.,757
pannuke_f2_0758,2,Colon,Inflammatory;Connective_Soft_tissue,Locate the inflammatory and connective soft tissue areas.,758
pannuke_f2_0759,2,Colon,Inflammatory;Connective_Soft_tissue,Spot the inflammatory and connective soft tissue tissue.,759
pannuke_f2_0760,2,Colon,Inflammatory;Connective_Soft_tissue,Sketch inflammatory and connective soft tissue boundaries.,760
pannuke_f2_0761,2,Colon,Inflammatory;Connective_Soft_tissue,Find inflammatory and connective soft tissue in this image.,761
pannuke_f2_0762,2,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight all neoplastic, inflammatory and connective soft tissue cells.",762
pannuke_f2_0763,2,Colon,Inflammatory;Connective_Soft_tissue,Segmentation target: inflammatory and connective soft tissue.,763
pannuke_f2_0764,2,Colon,Inflammatory;Connective_Soft_tissue,"From this Colon slide, segment inflammatory and connective soft tissue.",764
pannuke_f2_0765,2,Colon,Inflammatory;Connective_Soft_tissue,Delineate the inflammatory and connective soft tissue regions.,765
